country_code,year,oecd_eps,annual_transport_trends,electoral_democracy_index,total_population,transport_trend_per_person
GBR,2002,1.1041666269302,672719000000,0.857,59540763.0,11298.461190361299
GBR,2003,1.7333333492279,667356000000,0.857,59820385.0,11155.996404904448
GBR,2004,1.7333333492279,672459000000,0.857,60169967.0,11175.990839416614
GBR,2005,2.2291667461395,666714000000,0.863,60596108.0,11002.587822967113
GBR,2006,2.2874999046326,672433000000,0.869,61051094.0,11014.2661817002
GBR,2007,1.9541666507721,673092000000,0.869,61535854.0,10938.208479238787
GBR,2008,2.4041666984558,666601000000,0.869,62027306.0,10746.895891303098
GBR,2009,2.5750000476837,661967000000,0.869,62506226.0,10590.417025017636
GBR,2010,3.6166667938232,651061000000,0.867,63006483.0,10333.238247879985
GBR,2011,3.4666666984558,653682000000,0.867,63509285.0,10292.699720993553
GBR,2012,3.2916665077209,660971000000,0.868,63960484.0,10334.052506544509
GBR,2013,3.7666666507721,659102000000,0.867,64389388.0,10236.189851656922
GBR,2014,3.7249999046326,676606000000,0.866,64865916.0,10430.84013490228
GBR,2015,3.8333334922791,682018000000,0.857,65382110.0,10431.263230874623
USA,1993,0.75,3561931000000,0.87,262633231.00000003,13562.377412932941
USA,1994,1.0,4435711000000,0.87,265474810.0,16708.594687382956
USA,1995,1.1666666269302,3680388000000,0.871,268205794.99999997,13722.25383869875
USA,1996,1.125,3761146000000,0.871,270860696.0,13885.905395443568
USA,1997,1.1666666269302,3844827000000,0.87,273468013.0,14059.512693354744
USA,1998,1.2083333730698,3965147000000,0.87,276119333.0,14360.265747853302
USA,1999,1.2083333730698,4015539000000,0.87,278785484.0,14403.687532023727
USA,2000,1.1666666269302,4094907000000,0.871,281484131.0,14547.558988325349
USA,2001,1.1666666269302,4114258000000,0.827,284279638.0,14472.573656506485
USA,2002,1.2999999523163,4217107000000,0.827,287084338.0,14689.435966374453
USA,2003,1.2999999523163,4251702000000,0.864,289908100.0,14665.688885546833
USA,2004,1.0499999523163,4322419000000,0.866,292786253.0,14763.053100037452
USA,2005,1.0916666984558,4344110000000,0.86,295716664.0,14690.108907761789
USA,2006,2.1333332061768,4298629000000,0.866,298730210.0,14389.669528234188
USA,2007,2.3416666984558,5351032000000,0.898,301844226.0,17727.793143208906
USA,2008,2.4749999046326,5148478000000,0.902,304970333.0,16881.897820533253
USA,2009,2.9333333969116,5494099000000,0.907,308023454.0,17836.625518782734
USA,2010,2.6833333969116,5520043000000,0.905,311062790.0,17745.75158925309
USA,2011,2.4749999046326,5575420000000,0.901,314105078.0,17750.174672438756
USA,2012,3.1666667461395,5617316000000,0.901,317115355.0,17713.79377072422
USA,2013,2.6666667461395,5645133000000,0.903,320110759.0,17634.936787613566
USA,2014,2.5833332538605,5635924000000,0.904,323115377.0,17442.450595596383
USA,2015,2.6916666030884,5839310000000,0.905,326126497.0,17905.04621278902
